Date,Total Energy Use from Electricity (MW)
01-Jan-03,14745
01-Jan-03,14280
01-Jan-03,13821
01-Jan-03,13239
01-Jan-03,13236
01-Jan-03,13504
01-Jan-03,13814
01-Jan-03,13544
01-Jan-03,13837
01-Jan-03,14623
01-Jan-03,15319
01-Jan-03,15886
01-Jan-03,16222
01-Jan-03,16161
01-Jan-03,16094
01-Jan-03,16374
01-Jan-03,17097
01-Jan-03,18594
01-Jan-03,18496
01-Jan-03,18333
01-Jan-03,18100
01-Jan-03,17665
01-Jan-03,16921
01-Jan-03,15848
02-Jan-03,15306
02-Jan-03,15034
02-Jan-03,14810
02-Jan-03,14837
02-Jan-03,14966
02-Jan-03,15590
02-Jan-03,16648
02-Jan-03,18082
02-Jan-03,19014
02-Jan-03,19601
02-Jan-03,19988
02-Jan-03,20190
02-Jan-03,20210
02-Jan-03,20112
02-Jan-03,19982
02-Jan-03,20078
02-Jan-03,20871
02-Jan-03,22092
02-Jan-03,21872
02-Jan-03,21519
02-Jan-03,21049
02-Jan-03,20320
02-Jan-03,19170
02-Jan-03,17841
03-Jan-03,17139
03-Jan-03,16671
03-Jan-03,16303
03-Jan-03,15997
03-Jan-03,16073
03-Jan-03,16569
03-Jan-03,17388
03-Jan-03,18639
03-Jan-03,19366
03-Jan-03,20001
03-Jan-03,20362
03-Jan-03,20644
03-Jan-03,20408
03-Jan-03,20259
03-Jan-03,20044
03-Jan-03,19827
03-Jan-03,20292
03-Jan-03,21511
03-Jan-03,21424
03-Jan-03,20772
03-Jan-03,20209
03-Jan-03,19534
03-Jan-03,18463
03-Jan-03,17351
04-Jan-03,16230
04-Jan-03,15611
04-Jan-03,15185
04-Jan-03,15179
04-Jan-03,15198
04-Jan-03,15294
04-Jan-03,15702
04-Jan-03,16365
04-Jan-03,17004
04-Jan-03,17788
04-Jan-03,18137
04-Jan-03,18233
04-Jan-03,17959
04-Jan-03,17789
04-Jan-03,17768
04-Jan-03,17829
04-Jan-03,18599
04-Jan-03,19891
04-Jan-03,19865
04-Jan-03,19276
04-Jan-03,18823
04-Jan-03,18348
04-Jan-03,17659
04-Jan-03,16742
05-Jan-03,15653
05-Jan-03,15075
05-Jan-03,14732
05-Jan-03,14545
05-Jan-03,14580
05-Jan-03,14761
05-Jan-03,15061
05-Jan-03,15521
05-Jan-03,16228
05-Jan-03,16921
05-Jan-03,17346
05-Jan-03,17624
05-Jan-03,17788
05-Jan-03,17665
05-Jan-03,17569
05-Jan-03,17703
05-Jan-03,18620
05-Jan-03,20014
05-Jan-03,19998
05-Jan-03,19639
05-Jan-03,19151
05-Jan-03,18537
05-Jan-03,17600
05-Jan-03,16548
06-Jan-03,15743
06-Jan-03,15319
06-Jan-03,15067
06-Jan-03,14946
06-Jan-03,15231
06-Jan-03,15896
06-Jan-03,17324
06-Jan-03,19264
06-Jan-03,19893
06-Jan-03,20080
06-Jan-03,20367
06-Jan-03,20326
06-Jan-03,20082
06-Jan-03,19943
06-Jan-03,19913
06-Jan-03,19921
06-Jan-03,20824
06-Jan-03,22154
06-Jan-03,22275
06-Jan-03,21989
06-Jan-03,21511
06-Jan-03,20750
06-Jan-03,19378
06-Jan-03,17991
07-Jan-03,17089
07-Jan-03,16631
07-Jan-03,16619
07-Jan-03,16612
07-Jan-03,16697
07-Jan-03,17197
07-Jan-03,18428
07-Jan-03,20365
07-Jan-03,20753
07-Jan-03,20623
07-Jan-03,20631
07-Jan-03,20665
07-Jan-03,20396
07-Jan-03,20252
07-Jan-03,20324
07-Jan-03,20531
07-Jan-03,21436
07-Jan-03,22435
07-Jan-03,22062
07-Jan-03,21596
07-Jan-03,21156
07-Jan-03,20117
07-Jan-03,18698
07-Jan-03,17412
08-Jan-03,16485
08-Jan-03,16056
08-Jan-03,15781
08-Jan-03,15522
08-Jan-03,15476
08-Jan-03,16035
08-Jan-03,17257
08-Jan-03,19125
08-Jan-03,19450
08-Jan-03,19378
08-Jan-03,19335
08-Jan-03,19234
08-Jan-03,19155
08-Jan-03,19135
08-Jan-03,19031
08-Jan-03,19219
08-Jan-03,20111
08-Jan-03,21316
08-Jan-03,21378
08-Jan-03,21039
08-Jan-03,20521
08-Jan-03,19645
08-Jan-03,18291
08-Jan-03,17135
09-Jan-03,16237
09-Jan-03,15918
09-Jan-03,15667
09-Jan-03,15622
09-Jan-03,15607
09-Jan-03,16125
09-Jan-03,17263
09-Jan-03,19016
09-Jan-03,19601
09-Jan-03,19631
09-Jan-03,19676
09-Jan-03,19676
09-Jan-03,19548
09-Jan-03,19548
09-Jan-03,19564
09-Jan-03,19856
09-Jan-03,20730
09-Jan-03,21849
09-Jan-03,21670
09-Jan-03,21363
09-Jan-03,20951
09-Jan-03,20090
09-Jan-03,18780
09-Jan-03,17646
10-Jan-03,16876
10-Jan-03,16420
10-Jan-03,16297
10-Jan-03,16228
10-Jan-03,16353
10-Jan-03,17063
10-Jan-03,18467
10-Jan-03,20273
10-Jan-03,20957
10-Jan-03,20937
10-Jan-03,20986
10-Jan-03,20862
10-Jan-03,20496
10-Jan-03,20347
10-Jan-03,20297
10-Jan-03,20420
10-Jan-03,21161
10-Jan-03,21952
10-Jan-03,21995
10-Jan-03,21602
10-Jan-03,21178
10-Jan-03,20351
10-Jan-03,19160
10-Jan-03,18080
11-Jan-03,17192
11-Jan-03,16644
11-Jan-03,16429
11-Jan-03,16291
11-Jan-03,16230
11-Jan-03,16369
11-Jan-03,16961
11-Jan-03,17863
11-Jan-03,18631
11-Jan-03,19290
11-Jan-03,19591
11-Jan-03,19564
11-Jan-03,19530
11-Jan-03,19277
11-Jan-03,19056
11-Jan-03,19034
11-Jan-03,19587
11-Jan-03,20891
11-Jan-03,20835
11-Jan-03,20217
11-Jan-03,19695
11-Jan-03,19184
11-Jan-03,18420
11-Jan-03,17426
12-Jan-03,16631
12-Jan-03,16087
12-Jan-03,15729
12-Jan-03,15624
12-Jan-03,15675
12-Jan-03,15737
12-Jan-03,15879
12-Jan-03,16571
12-Jan-03,17260
12-Jan-03,17968
12-Jan-03,18192
12-Jan-03,18386
12-Jan-03,18408
12-Jan-03,18272
12-Jan-03,18180
12-Jan-03,18395
12-Jan-03,19250
12-Jan-03,20571
12-Jan-03,20786
12-Jan-03,20263
12-Jan-03,19913
12-Jan-03,19295
12-Jan-03,18399
12-Jan-03,17275
13-Jan-03,16573
13-Jan-03,16153
13-Jan-03,16076
13-Jan-03,16061
13-Jan-03,16173
13-Jan-03,16933
13-Jan-03,18374
13-Jan-03,20346
13-Jan-03,20956
13-Jan-03,21100
13-Jan-03,21126
13-Jan-03,21086
13-Jan-03,20927
13-Jan-03,20855
13-Jan-03,20670
13-Jan-03,20658
13-Jan-03,21510
13-Jan-03,22926
13-Jan-03,22993
13-Jan-03,22564
13-Jan-03,22069
13-Jan-03,21267
13-Jan-03,20003
13-Jan-03,18754
14-Jan-03,18073
14-Jan-03,17661
14-Jan-03,17483
14-Jan-03,17161
14-Jan-03,17423
14-Jan-03,18122
14-Jan-03,19276
14-Jan-03,21292
14-Jan-03,21689
14-Jan-03,21484
14-Jan-03,21387
14-Jan-03,21230
14-Jan-03,20995
14-Jan-03,20860
14-Jan-03,20789
14-Jan-03,20939
14-Jan-03,21883
14-Jan-03,22990
14-Jan-03,23008
14-Jan-03,22560
14-Jan-03,22046
14-Jan-03,21261
14-Jan-03,20021
14-Jan-03,18782
15-Jan-03,17974
15-Jan-03,17673
15-Jan-03,17450
15-Jan-03,17425
15-Jan-03,17516
15-Jan-03,18074
15-Jan-03,19248
15-Jan-03,21179
15-Jan-03,21567
15-Jan-03,21300
15-Jan-03,21239
15-Jan-03,21113
15-Jan-03,20725
15-Jan-03,20663
15-Jan-03,20512
15-Jan-03,20948
15-Jan-03,21700
15-Jan-03,22970
15-Jan-03,23013
15-Jan-03,22577
15-Jan-03,22131
15-Jan-03,21326
15-Jan-03,20117
15-Jan-03,18848
16-Jan-03,18162
16-Jan-03,17844
16-Jan-03,17643
16-Jan-03,17518
16-Jan-03,17563
16-Jan-03,18093
16-Jan-03,19252
16-Jan-03,21187
16-Jan-03,21578
16-Jan-03,21475
16-Jan-03,21366
16-Jan-03,21285
16-Jan-03,21074
16-Jan-03,21187
16-Jan-03,21113
16-Jan-03,21172
16-Jan-03,21865
16-Jan-03,22691
16-Jan-03,22943
16-Jan-03,22399
16-Jan-03,21981
16-Jan-03,21081
16-Jan-03,19935
16-Jan-03,18587
17-Jan-03,17860
17-Jan-03,17482
17-Jan-03,17250
17-Jan-03,17196
17-Jan-03,17253
17-Jan-03,18079
17-Jan-03,19538
17-Jan-03,21471
17-Jan-03,21994
17-Jan-03,21977
17-Jan-03,21949
17-Jan-03,21704
17-Jan-03,21470
17-Jan-03,21213
17-Jan-03,21113
17-Jan-03,20961
17-Jan-03,21458
17-Jan-03,22715
17-Jan-03,22993
17-Jan-03,22498
17-Jan-03,22002
17-Jan-03,21316
17-Jan-03,20182
17-Jan-03,18968
18-Jan-03,18132
18-Jan-03,17778
18-Jan-03,17428
18-Jan-03,17203
18-Jan-03,17256
18-Jan-03,17409
18-Jan-03,17816
18-Jan-03,18713
18-Jan-03,19556
18-Jan-03,20153
18-Jan-03,20328
18-Jan-03,20308
18-Jan-03,19986
18-Jan-03,19663
18-Jan-03,19466
18-Jan-03,19379
18-Jan-03,20053
18-Jan-03,21315
18-Jan-03,21263
18-Jan-03,20708
18-Jan-03,20167
18-Jan-03,19621
18-Jan-03,18854
18-Jan-03,17846
19-Jan-03,17197
19-Jan-03,16755
19-Jan-03,16418
19-Jan-03,16176
19-Jan-03,16105
19-Jan-03,16289
19-Jan-03,16665
19-Jan-03,17361
19-Jan-03,18007
19-Jan-03,18631
19-Jan-03,18973
19-Jan-03,19235
19-Jan-03,19219
19-Jan-03,19062
19-Jan-03,18948
19-Jan-03,19290
19-Jan-03,20098
19-Jan-03,21427
19-Jan-03,21539
19-Jan-03,21115
19-Jan-03,20650
19-Jan-03,20029
19-Jan-03,19086
19-Jan-03,18042
20-Jan-03,17392
20-Jan-03,17053
20-Jan-03,17000
20-Jan-03,16907
20-Jan-03,17098
20-Jan-03,17598
20-Jan-03,19069
20-Jan-03,20893
20-Jan-03,21485
20-Jan-03,21531
20-Jan-03,21577
20-Jan-03,21628
20-Jan-03,21473
20-Jan-03,21314
20-Jan-03,21161
20-Jan-03,21271
20-Jan-03,21917
20-Jan-03,23185
20-Jan-03,23425
20-Jan-03,23086
20-Jan-03,22553
20-Jan-03,21662
20-Jan-03,20658
20-Jan-03,19262
21-Jan-03,18578
21-Jan-03,18264
21-Jan-03,17987
21-Jan-03,17879
21-Jan-03,18018
21-Jan-03,18578
21-Jan-03,20068
21-Jan-03,21912
21-Jan-03,22237
21-Jan-03,22075
21-Jan-03,21991
21-Jan-03,21916
21-Jan-03,21683
21-Jan-03,21489
21-Jan-03,21357
21-Jan-03,21480
21-Jan-03,22188
21-Jan-03,23349
21-Jan-03,23731
21-Jan-03,23426
21-Jan-03,22927
21-Jan-03,22124
21-Jan-03,20855
21-Jan-03,19594
22-Jan-03,18914
22-Jan-03,18460
22-Jan-03,18212
22-Jan-03,18287
22-Jan-03,18366
22-Jan-03,18966
22-Jan-03,20312
22-Jan-03,22052
22-Jan-03,22566
22-Jan-03,22523
22-Jan-03,22524
22-Jan-03,22454
22-Jan-03,22211
22-Jan-03,22119
22-Jan-03,21960
22-Jan-03,21997
22-Jan-03,22688
22-Jan-03,23835
22-Jan-03,24158
22-Jan-03,23813
22-Jan-03,23343
22-Jan-03,22534
22-Jan-03,21281
22-Jan-03,19981
23-Jan-03,19290
23-Jan-03,18885
23-Jan-03,18630
23-Jan-03,18502
23-Jan-03,18585
23-Jan-03,19002
23-Jan-03,20428
23-Jan-03,22166
23-Jan-03,22583
23-Jan-03,22794
23-Jan-03,22757
23-Jan-03,22865
23-Jan-03,22772
23-Jan-03,22565
23-Jan-03,22301
23-Jan-03,22405
23-Jan-03,22925
23-Jan-03,23989
23-Jan-03,23636
23-Jan-03,23738
23-Jan-03,23357
23-Jan-03,22467
23-Jan-03,21226
23-Jan-03,19941
24-Jan-03,19117
24-Jan-03,18612
24-Jan-03,18402
24-Jan-03,18372
24-Jan-03,18525
24-Jan-03,19125
24-Jan-03,20342
24-Jan-03,22125
24-Jan-03,22504
24-Jan-03,22442
24-Jan-03,22399
24-Jan-03,22233
24-Jan-03,21806
24-Jan-03,21633
24-Jan-03,21429
24-Jan-03,21314
24-Jan-03,21884
24-Jan-03,22894
24-Jan-03,23102
24-Jan-03,22693
24-Jan-03,21889
24-Jan-03,21133
24-Jan-03,19837
24-Jan-03,18761
25-Jan-03,17901
25-Jan-03,17410
25-Jan-03,17086
25-Jan-03,16795
25-Jan-03,16861
25-Jan-03,17121
25-Jan-03,17444
25-Jan-03,18425
25-Jan-03,19351
25-Jan-03,20232
25-Jan-03,20656
25-Jan-03,20602
25-Jan-03,20371
25-Jan-03,19968
25-Jan-03,19678
25-Jan-03,19629
25-Jan-03,20054
25-Jan-03,21212
25-Jan-03,21294
25-Jan-03,20745
25-Jan-03,20212
25-Jan-03,19538
25-Jan-03,18793
25-Jan-03,17892
26-Jan-03,17038
26-Jan-03,16606
26-Jan-03,16403
26-Jan-03,16209
26-Jan-03,16203
26-Jan-03,16188
26-Jan-03,16561
26-Jan-03,17139
26-Jan-03,17902
26-Jan-03,18537
26-Jan-03,19002
26-Jan-03,19303
26-Jan-03,19374
26-Jan-03,19245
26-Jan-03,19244
26-Jan-03,19302
26-Jan-03,19955
26-Jan-03,21127
26-Jan-03,21596
26-Jan-03,21204
26-Jan-03,20823
26-Jan-03,20437
26-Jan-03,19595
26-Jan-03,18907
27-Jan-03,18218
27-Jan-03,18030
27-Jan-03,18040
27-Jan-03,18054
27-Jan-03,18174
27-Jan-03,18814
27-Jan-03,20379
27-Jan-03,22224
27-Jan-03,22687
27-Jan-03,22693
27-Jan-03,22673
27-Jan-03,22489
27-Jan-03,22222
27-Jan-03,22102
27-Jan-03,21835
27-Jan-03,21800
27-Jan-03,22381
27-Jan-03,23561
27-Jan-03,23916
27-Jan-03,23456
27-Jan-03,23062
27-Jan-03,22224
27-Jan-03,20879
27-Jan-03,19604
28-Jan-03,18727
28-Jan-03,18372
28-Jan-03,18097
28-Jan-03,17986
28-Jan-03,18060
28-Jan-03,18645
28-Jan-03,19862
28-Jan-03,21552
28-Jan-03,21901
28-Jan-03,22122
28-Jan-03,22121
28-Jan-03,21880
28-Jan-03,21641
28-Jan-03,21550
28-Jan-03,21342
28-Jan-03,21419
28-Jan-03,21972
28-Jan-03,22822
28-Jan-03,23099
28-Jan-03,22590
28-Jan-03,22010
28-Jan-03,21049
28-Jan-03,19828
28-Jan-03,18514
29-Jan-03,17637
29-Jan-03,17221
29-Jan-03,17065
29-Jan-03,16905
29-Jan-03,16895
29-Jan-03,17431
29-Jan-03,18689
29-Jan-03,20585
29-Jan-03,21034
29-Jan-03,21053
29-Jan-03,20990
29-Jan-03,20852
29-Jan-03,20593
29-Jan-03,20488
29-Jan-03,20301
29-Jan-03,20425
29-Jan-03,21013
29-Jan-03,22031
29-Jan-03,22659
29-Jan-03,22517
29-Jan-03,22120
29-Jan-03,21233
29-Jan-03,20186
29-Jan-03,18959
30-Jan-03,18222
30-Jan-03,17831
30-Jan-03,17617
30-Jan-03,17650
30-Jan-03,17711
30-Jan-03,18327
30-Jan-03,19734
30-Jan-03,21587
30-Jan-03,21918
30-Jan-03,21766
30-Jan-03,21656
30-Jan-03,21398
30-Jan-03,21059
30-Jan-03,20739
30-Jan-03,20468
30-Jan-03,20493
30-Jan-03,21059
30-Jan-03,21975
30-Jan-03,22584
30-Jan-03,22349
30-Jan-03,21887
30-Jan-03,21090
30-Jan-03,19858
30-Jan-03,18701
31-Jan-03,17881
31-Jan-03,17582
31-Jan-03,17455
31-Jan-03,17415
31-Jan-03,17428
31-Jan-03,17852
31-Jan-03,19139
31-Jan-03,20769
31-Jan-03,21229
31-Jan-03,21215
31-Jan-03,21171
31-Jan-03,21065
31-Jan-03,20774
31-Jan-03,20564
31-Jan-03,20197
31-Jan-03,20168
31-Jan-03,20399
31-Jan-03,21039
31-Jan-03,21404
31-Jan-03,21004
31-Jan-03,20364
31-Jan-03,19419
31-Jan-03,18437
31-Jan-03,17342
01-Feb-03,16363
01-Feb-03,15965
01-Feb-03,15677
01-Feb-03,15516
01-Feb-03,15401
01-Feb-03,15630
01-Feb-03,16001
01-Feb-03,16858
01-Feb-03,17780
01-Feb-03,18574
01-Feb-03,18726
01-Feb-03,18761
01-Feb-03,18413
01-Feb-03,18050
01-Feb-03,17856
01-Feb-03,17612
01-Feb-03,18087
01-Feb-03,19081
01-Feb-03,19514
01-Feb-03,19006
01-Feb-03,18418
01-Feb-03,17815
01-Feb-03,17199
01-Feb-03,16315
02-Feb-03,15693
02-Feb-03,15103
02-Feb-03,14781
02-Feb-03,14673
02-Feb-03,14523
02-Feb-03,14670
02-Feb-03,15044
02-Feb-03,15645
02-Feb-03,16370
02-Feb-03,17171
02-Feb-03,17572
02-Feb-03,17769
02-Feb-03,17723
02-Feb-03,17574
02-Feb-03,17363
02-Feb-03,17501
02-Feb-03,18120
02-Feb-03,19294
02-Feb-03,19563
02-Feb-03,19307
02-Feb-03,18946
02-Feb-03,18370
02-Feb-03,17567
02-Feb-03,16681
03-Feb-03,16117
03-Feb-03,15824
03-Feb-03,15687
03-Feb-03,15691
03-Feb-03,15941
03-Feb-03,16489
03-Feb-03,17799
03-Feb-03,19886
03-Feb-03,20429
03-Feb-03,20521
03-Feb-03,20690
03-Feb-03,20713
03-Feb-03,20582
03-Feb-03,20565
03-Feb-03,20489
03-Feb-03,20725
03-Feb-03,21373
03-Feb-03,22190
03-Feb-03,22200
03-Feb-03,21817
03-Feb-03,21377
03-Feb-03,20472
03-Feb-03,19241
03-Feb-03,17852
04-Feb-03,17015
04-Feb-03,16696
04-Feb-03,16207
04-Feb-03,16096
04-Feb-03,15956
04-Feb-03,16431
04-Feb-03,17706
04-Feb-03,19628
04-Feb-03,20260
04-Feb-03,20416
04-Feb-03,20575
04-Feb-03,20762
04-Feb-03,20640
04-Feb-03,20621
04-Feb-03,20585
04-Feb-03,20693
04-Feb-03,21247
04-Feb-03,22100
04-Feb-03,22511
04-Feb-03,22222
04-Feb-03,21710
04-Feb-03,20880
04-Feb-03,19683
04-Feb-03,18425
05-Feb-03,17617
05-Feb-03,17280
05-Feb-03,17126
05-Feb-03,16960
05-Feb-03,17117
05-Feb-03,17627
05-Feb-03,19003
05-Feb-03,20867
05-Feb-03,21209
05-Feb-03,21147
05-Feb-03,21101
05-Feb-03,21057
05-Feb-03,20836
05-Feb-03,20746
05-Feb-03,20667
05-Feb-03,20774
05-Feb-03,21355
05-Feb-03,22326
05-Feb-03,22839
05-Feb-03,22498
05-Feb-03,22009
05-Feb-03,21157
05-Feb-03,19928
05-Feb-03,18663
06-Feb-03,17822
06-Feb-03,17395
06-Feb-03,17160
06-Feb-03,16967
06-Feb-03,17058
06-Feb-03,17749
06-Feb-03,19075
06-Feb-03,20760
06-Feb-03,21073
06-Feb-03,20939
06-Feb-03,20826
06-Feb-03,20822
06-Feb-03,20614
06-Feb-03,20466
06-Feb-03,20372
06-Feb-03,20546
06-Feb-03,20962
06-Feb-03,21848
06-Feb-03,22258
06-Feb-03,21967
06-Feb-03,21459
06-Feb-03,20747
06-Feb-03,19430
06-Feb-03,18295
07-Feb-03,17334
07-Feb-03,16989
07-Feb-03,16761
07-Feb-03,16670
07-Feb-03,16686
07-Feb-03,17517
07-Feb-03,19018
07-Feb-03,20707
07-Feb-03,21298
07-Feb-03,21214
07-Feb-03,21037
07-Feb-03,20771
07-Feb-03,20446
07-Feb-03,20250
07-Feb-03,20003
07-Feb-03,20154
07-Feb-03,20436
07-Feb-03,21203
07-Feb-03,21869
07-Feb-03,21736
07-Feb-03,21212
07-Feb-03,20552
07-Feb-03,19464
07-Feb-03,18281
08-Feb-03,17546
08-Feb-03,17188
08-Feb-03,16910
08-Feb-03,16760
08-Feb-03,16771
08-Feb-03,16990
08-Feb-03,17416
08-Feb-03,18410
08-Feb-03,19188
08-Feb-03,19885
08-Feb-03,19909
08-Feb-03,19878
08-Feb-03,19697
08-Feb-03,19361
08-Feb-03,19056
08-Feb-03,19101
08-Feb-03,19499
08-Feb-03,20550
08-Feb-03,20853
08-Feb-03,20427
08-Feb-03,19862
08-Feb-03,19359
08-Feb-03,18632
08-Feb-03,17653
09-Feb-03,16899
09-Feb-03,16501
09-Feb-03,16216
09-Feb-03,16130
09-Feb-03,15963
09-Feb-03,16153
09-Feb-03,16451
09-Feb-03,16823
09-Feb-03,17597
09-Feb-03,18167
09-Feb-03,18435
09-Feb-03,18701
09-Feb-03,18724
09-Feb-03,18538
09-Feb-03,18401
09-Feb-03,18436
09-Feb-03,18987
09-Feb-03,20048
09-Feb-03,20725
09-Feb-03,20591
09-Feb-03,20253
09-Feb-03,19686
09-Feb-03,18779
09-Feb-03,17789
10-Feb-03,17308
10-Feb-03,16901
10-Feb-03,16829
10-Feb-03,16773
10-Feb-03,16948
10-Feb-03,17529
10-Feb-03,18937
10-Feb-03,20797
10-Feb-03,21228
10-Feb-03,21334
10-Feb-03,21325
10-Feb-03,21218
10-Feb-03,20984
10-Feb-03,20926
10-Feb-03,20831
10-Feb-03,20949
10-Feb-03,21656
10-Feb-03,22404
10-Feb-03,22967
10-Feb-03,22801
10-Feb-03,22385
10-Feb-03,21576
10-Feb-03,20570
10-Feb-03,19378
11-Feb-03,18587
11-Feb-03,18306
11-Feb-03,18221
11-Feb-03,18176
11-Feb-03,18324
11-Feb-03,18899
11-Feb-03,20310
11-Feb-03,21997
11-Feb-03,22356
11-Feb-03,22372
11-Feb-03,22298
11-Feb-03,22100
11-Feb-03,21908
11-Feb-03,21699
11-Feb-03,21536
11-Feb-03,21624
11-Feb-03,22243
11-Feb-03,22930
11-Feb-03,23450
11-Feb-03,23276
11-Feb-03,22645
11-Feb-03,21866
11-Feb-03,20589
11-Feb-03,19317
12-Feb-03,18437
12-Feb-03,17982
12-Feb-03,17734
12-Feb-03,17674
12-Feb-03,17802
12-Feb-03,18355
12-Feb-03,19778
12-Feb-03,21555
12-Feb-03,21630
12-Feb-03,21714
12-Feb-03,21683
12-Feb-03,21701
12-Feb-03,21548
12-Feb-03,21384
12-Feb-03,21375
12-Feb-03,21466
12-Feb-03,22114
12-Feb-03,22763
12-Feb-03,23338
12-Feb-03,23246
12-Feb-03,22837
12-Feb-03,21943
12-Feb-03,20762
12-Feb-03,19524
13-Feb-03,18684
13-Feb-03,18298
13-Feb-03,18242
13-Feb-03,18312
13-Feb-03,18254
13-Feb-03,18877
13-Feb-03,20238
13-Feb-03,21984
13-Feb-03,22333
13-Feb-03,22134
13-Feb-03,22163
13-Feb-03,22072
13-Feb-03,21740
13-Feb-03,21614
13-Feb-03,21580
13-Feb-03,21570
13-Feb-03,22031
13-Feb-03,22741
13-Feb-03,23469
13-Feb-03,23409
13-Feb-03,22994
13-Feb-03,22168
13-Feb-03,21058
13-Feb-03,19803
14-Feb-03,18935
14-Feb-03,18545
14-Feb-03,18332
14-Feb-03,18280
14-Feb-03,18348
14-Feb-03,18925
14-Feb-03,20224
14-Feb-03,21939
14-Feb-03,22366
14-Feb-03,22256
14-Feb-03,22124
14-Feb-03,21882
14-Feb-03,21398
14-Feb-03,21150
14-Feb-03,20900
14-Feb-03,20870
14-Feb-03,21101
14-Feb-03,21738
14-Feb-03,22522
14-Feb-03,22298
14-Feb-03,21845
14-Feb-03,21112
14-Feb-03,20180
14-Feb-03,19091
15-Feb-03,18289
15-Feb-03,18081
15-Feb-03,17858
15-Feb-03,17696
15-Feb-03,17763
15-Feb-03,17856
15-Feb-03,18272
15-Feb-03,19253
15-Feb-03,20130
15-Feb-03,20659
15-Feb-03,20774
15-Feb-03,20825
15-Feb-03,20461
15-Feb-03,20155
15-Feb-03,19865
15-Feb-03,19751
15-Feb-03,20128
15-Feb-03,21058
15-Feb-03,21881
15-Feb-03,21585
15-Feb-03,21243
15-Feb-03,20604
15-Feb-03,19949
15-Feb-03,19014
16-Feb-03,18428
16-Feb-03,17947
16-Feb-03,17764
16-Feb-03,17697
16-Feb-03,17562
16-Feb-03,17817
16-Feb-03,18173
16-Feb-03,18813
16-Feb-03,19546
16-Feb-03,20178
16-Feb-03,20451
16-Feb-03,20578
16-Feb-03,20552
16-Feb-03,20395
16-Feb-03,20120
16-Feb-03,20192
16-Feb-03,20617
16-Feb-03,21522
16-Feb-03,22116
16-Feb-03,21961
16-Feb-03,21651
16-Feb-03,20907
16-Feb-03,19956
16-Feb-03,18924
17-Feb-03,18332
17-Feb-03,18160
17-Feb-03,18074
17-Feb-03,18057
17-Feb-03,18227
17-Feb-03,18740
17-Feb-03,19992
17-Feb-03,21623
17-Feb-03,22275
17-Feb-03,22393
17-Feb-03,22547
17-Feb-03,22563
17-Feb-03,22234
17-Feb-03,21945
17-Feb-03,21741
17-Feb-03,21798
17-Feb-03,22242
17-Feb-03,22811
17-Feb-03,23290
17-Feb-03,23012
17-Feb-03,22422
17-Feb-03,21444
17-Feb-03,20250
17-Feb-03,19009
18-Feb-03,18299
18-Feb-03,17861
18-Feb-03,17589
18-Feb-03,17518
18-Feb-03,17603
18-Feb-03,18085
18-Feb-03,19293
18-Feb-03,20796
18-Feb-03,21261
18-Feb-03,21128
18-Feb-03,21221
18-Feb-03,21139
18-Feb-03,20880
18-Feb-03,20733
18-Feb-03,20581
18-Feb-03,20602
18-Feb-03,21150
18-Feb-03,21789
18-Feb-03,22279
18-Feb-03,22081
18-Feb-03,21523
18-Feb-03,20656
18-Feb-03,19493
18-Feb-03,18193
19-Feb-03,17280
19-Feb-03,16889
19-Feb-03,16686
19-Feb-03,16637
19-Feb-03,16852
19-Feb-03,17398
19-Feb-03,18504
19-Feb-03,20176
19-Feb-03,20790
19-Feb-03,20790
19-Feb-03,20862
19-Feb-03,20607
19-Feb-03,20342
19-Feb-03,20263
19-Feb-03,20077
19-Feb-03,20127
19-Feb-03,20637
19-Feb-03,21190
19-Feb-03,21710
19-Feb-03,21646
19-Feb-03,21182
19-Feb-03,20370
19-Feb-03,19298
19-Feb-03,18063
20-Feb-03,17092
20-Feb-03,16811
20-Feb-03,16622
20-Feb-03,16491
20-Feb-03,16601
20-Feb-03,17150
20-Feb-03,18374
20-Feb-03,19868
20-Feb-03,20020
20-Feb-03,19873
20-Feb-03,19805
20-Feb-03,19605
20-Feb-03,19419
20-Feb-03,19214
20-Feb-03,19064
20-Feb-03,19074
20-Feb-03,19450
20-Feb-03,20043
20-Feb-03,20873
20-Feb-03,21021
20-Feb-03,20567
20-Feb-03,19816
20-Feb-03,18623
20-Feb-03,17407
21-Feb-03,16522
21-Feb-03,16076
21-Feb-03,15901
21-Feb-03,15785
21-Feb-03,15911
21-Feb-03,16357
21-Feb-03,17703
21-Feb-03,19315
21-Feb-03,19706
21-Feb-03,19699
21-Feb-03,19722
21-Feb-03,19572
21-Feb-03,19413
21-Feb-03,19279
21-Feb-03,19160
21-Feb-03,19033
21-Feb-03,19262
21-Feb-03,19705
21-Feb-03,20339
21-Feb-03,20130
21-Feb-03,19733
21-Feb-03,18861
21-Feb-03,18060
21-Feb-03,17007
22-Feb-03,16225
22-Feb-03,15817
22-Feb-03,15482
22-Feb-03,15183
22-Feb-03,15239
22-Feb-03,15497
22-Feb-03,15988
22-Feb-03,16734
22-Feb-03,17699
22-Feb-03,18524
22-Feb-03,18999
22-Feb-03,19179
22-Feb-03,18999
22-Feb-03,18968
22-Feb-03,18882
22-Feb-03,18810
22-Feb-03,19166
22-Feb-03,19752
22-Feb-03,20039
22-Feb-03,19666
22-Feb-03,19131
22-Feb-03,18539
