Date,Total Energy Use from Electricity (MW)
16-Jul-11,18236
16-Jul-11,17017
16-Jul-11,15665
17-Jul-11,14755
17-Jul-11,14325
17-Jul-11,13896
17-Jul-11,13585
17-Jul-11,13336
17-Jul-11,13361
17-Jul-11,14152
17-Jul-11,15755
17-Jul-11,17375
17-Jul-11,18852
17-Jul-11,20071
17-Jul-11,20673
17-Jul-11,20831
17-Jul-11,21029
17-Jul-11,21472
17-Jul-11,21731
17-Jul-11,21892
17-Jul-11,21692
17-Jul-11,21255
17-Jul-11,20474
17-Jul-11,20862
17-Jul-11,20145
17-Jul-11,18546
17-Jul-11,17159
18-Jul-11,16405
18-Jul-11,16024
18-Jul-11,15538
18-Jul-11,15574
18-Jul-11,15911
18-Jul-11,16948
18-Jul-11,18191
18-Jul-11,19170
18-Jul-11,20010
18-Jul-11,21013
18-Jul-11,22293
18-Jul-11,22828
18-Jul-11,23370
18-Jul-11,23495
18-Jul-11,23836
18-Jul-11,23892
18-Jul-11,23551
18-Jul-11,23410
18-Jul-11,23041
18-Jul-11,22543
18-Jul-11,22585
18-Jul-11,21346
18-Jul-11,19530
18-Jul-11,18053
19-Jul-11,16965
19-Jul-11,16315
19-Jul-11,15784
19-Jul-11,15611
19-Jul-11,15823
19-Jul-11,16569
19-Jul-11,18018
19-Jul-11,19377
19-Jul-11,20227
19-Jul-11,21139
19-Jul-11,21760
19-Jul-11,22111
19-Jul-11,22603
19-Jul-11,22725
19-Jul-11,22945
19-Jul-11,23139
19-Jul-11,23236
19-Jul-11,22873
19-Jul-11,22437
19-Jul-11,21832
19-Jul-11,21784
19-Jul-11,20705
19-Jul-11,18815
19-Jul-11,17163
20-Jul-11,16147
20-Jul-11,15563
20-Jul-11,15125
20-Jul-11,14990
20-Jul-11,15176
20-Jul-11,16031
20-Jul-11,17592
20-Jul-11,19205
20-Jul-11,20700
20-Jul-11,21882
20-Jul-11,22781
20-Jul-11,23447
20-Jul-11,23968
20-Jul-11,24227
20-Jul-11,24372
20-Jul-11,24405
20-Jul-11,24471
20-Jul-11,24254
20-Jul-11,23849
20-Jul-11,23492
20-Jul-11,23595
20-Jul-11,22608
20-Jul-11,20674
20-Jul-11,19203
21-Jul-11,18232
21-Jul-11,17555
21-Jul-11,17054
21-Jul-11,16898
21-Jul-11,17264
21-Jul-11,18271
21-Jul-11,19806
21-Jul-11,21555
21-Jul-11,22991
21-Jul-11,24176
21-Jul-11,24834
21-Jul-11,25067
21-Jul-11,25221
21-Jul-11,25298
21-Jul-11,25366
21-Jul-11,25450
21-Jul-11,25316
21-Jul-11,24996
21-Jul-11,24935
21-Jul-11,24869
21-Jul-11,24863
21-Jul-11,23600
21-Jul-11,21729
21-Jul-11,20182
22-Jul-11,19075
22-Jul-11,18131
22-Jul-11,17287
22-Jul-11,16897
22-Jul-11,16955
22-Jul-11,17375
22-Jul-11,18696
22-Jul-11,20237
22-Jul-11,21484
22-Jul-11,22392
22-Jul-11,22989
22-Jul-11,23094
22-Jul-11,23070
22-Jul-11,22767
22-Jul-11,22611
22-Jul-11,22420
22-Jul-11,22268
22-Jul-11,21817
22-Jul-11,21318
22-Jul-11,21074
22-Jul-11,21089
22-Jul-11,20164
22-Jul-11,18481
22-Jul-11,17091
23-Jul-11,16181
23-Jul-11,15430
23-Jul-11,14928
23-Jul-11,14624
23-Jul-11,14634
23-Jul-11,14761
23-Jul-11,15725
23-Jul-11,17299
23-Jul-11,18840
23-Jul-11,19983
23-Jul-11,20828
23-Jul-11,21343
23-Jul-11,21557
23-Jul-11,21722
23-Jul-11,21903
23-Jul-11,22052
23-Jul-11,22089
23-Jul-11,21665
23-Jul-11,20897
23-Jul-11,20091
23-Jul-11,20107
23-Jul-11,19241
23-Jul-11,18018
23-Jul-11,16784
24-Jul-11,15794
24-Jul-11,15155
24-Jul-11,14633
24-Jul-11,14352
24-Jul-11,14315
24-Jul-11,14177
24-Jul-11,14618
24-Jul-11,15631
24-Jul-11,16383
24-Jul-11,17324
24-Jul-11,18120
24-Jul-11,18796
24-Jul-11,19045
24-Jul-11,19359
24-Jul-11,19478
24-Jul-11,19774
24-Jul-11,20129
24-Jul-11,19993
24-Jul-11,19554
24-Jul-11,19105
24-Jul-11,19350
24-Jul-11,18499
24-Jul-11,17193
24-Jul-11,15991
25-Jul-11,15185
25-Jul-11,14770
25-Jul-11,14473
25-Jul-11,14464
25-Jul-11,14831
25-Jul-11,15542
25-Jul-11,16782
25-Jul-11,18044
25-Jul-11,18786
25-Jul-11,19275
25-Jul-11,19745
25-Jul-11,20087
25-Jul-11,20616
25-Jul-11,20920
25-Jul-11,21257
25-Jul-11,21504
25-Jul-11,21532
25-Jul-11,21109
25-Jul-11,20677
25-Jul-11,19923
25-Jul-11,19679
25-Jul-11,18233
25-Jul-11,16522
25-Jul-11,15143
26-Jul-11,14332
26-Jul-11,13915
26-Jul-11,13621
26-Jul-11,13558
26-Jul-11,13958
26-Jul-11,14733
26-Jul-11,15992
26-Jul-11,17366
26-Jul-11,18204
26-Jul-11,18848
26-Jul-11,19337
26-Jul-11,19510
26-Jul-11,19671
26-Jul-11,19513
26-Jul-11,19747
26-Jul-11,19985
26-Jul-11,19891
26-Jul-11,19462
26-Jul-11,18776
26-Jul-11,18378
26-Jul-11,18295
26-Jul-11,17187
26-Jul-11,15637
26-Jul-11,14454
27-Jul-11,13720
27-Jul-11,13331
27-Jul-11,13052
27-Jul-11,13020
27-Jul-11,13360
27-Jul-11,14232
27-Jul-11,15542
27-Jul-11,16976
27-Jul-11,17900
27-Jul-11,18739
27-Jul-11,19242
27-Jul-11,19603
27-Jul-11,19953
27-Jul-11,20170
27-Jul-11,20308
27-Jul-11,20318
27-Jul-11,20326
27-Jul-11,19871
27-Jul-11,19436
27-Jul-11,19218
27-Jul-11,19417
27-Jul-11,18320
27-Jul-11,16734
27-Jul-11,15389
28-Jul-11,14454
28-Jul-11,14095
28-Jul-11,13720
28-Jul-11,13735
28-Jul-11,14090
28-Jul-11,15060
28-Jul-11,16595
28-Jul-11,17769
28-Jul-11,18469
28-Jul-11,19036
28-Jul-11,19309
28-Jul-11,19687
28-Jul-11,19943
28-Jul-11,19965
28-Jul-11,20083
28-Jul-11,20209
28-Jul-11,20407
28-Jul-11,20362
28-Jul-11,20176
28-Jul-11,20065
28-Jul-11,20191
28-Jul-11,19214
28-Jul-11,17738
28-Jul-11,16327
29-Jul-11,15387
29-Jul-11,14906
29-Jul-11,14580
29-Jul-11,14376
29-Jul-11,14570
29-Jul-11,15610
29-Jul-11,16824
29-Jul-11,18113
29-Jul-11,18964
29-Jul-11,19720
29-Jul-11,20383
29-Jul-11,20348
29-Jul-11,20589
29-Jul-11,20882
29-Jul-11,21124
29-Jul-11,21334
29-Jul-11,21567
29-Jul-11,21467
29-Jul-11,21018
29-Jul-11,20402
29-Jul-11,20071
29-Jul-11,18830
29-Jul-11,17014
29-Jul-11,15637
30-Jul-11,14592
30-Jul-11,14005
30-Jul-11,13453
30-Jul-11,13213
30-Jul-11,13087
30-Jul-11,13172
30-Jul-11,13978
30-Jul-11,15309
30-Jul-11,16665
30-Jul-11,17733
30-Jul-11,18452
30-Jul-11,18725
30-Jul-11,18877
30-Jul-11,19039
30-Jul-11,19266
30-Jul-11,19483
30-Jul-11,19704
30-Jul-11,19535
30-Jul-11,19094
30-Jul-11,18477
30-Jul-11,18361
30-Jul-11,17587
30-Jul-11,16379
30-Jul-11,15103
31-Jul-11,14215
31-Jul-11,13544
31-Jul-11,13185
31-Jul-11,12920
31-Jul-11,12821
31-Jul-11,12773
31-Jul-11,13377
31-Jul-11,14509
31-Jul-11,15448
31-Jul-11,16274
31-Jul-11,17096
31-Jul-11,17788
31-Jul-11,18462
31-Jul-11,18956
31-Jul-11,19417
31-Jul-11,19965
31-Jul-11,20298
31-Jul-11,20129
31-Jul-11,19797
31-Jul-11,19361
31-Jul-11,19469
31-Jul-11,18694
31-Jul-11,17444
31-Jul-11,16299
01-Aug-11,15400
01-Aug-11,14792
01-Aug-11,14450
01-Aug-11,14186
01-Aug-11,14039
01-Aug-11,14036
01-Aug-11,14854
01-Aug-11,16436
01-Aug-11,17781
01-Aug-11,18998
01-Aug-11,19842
01-Aug-11,20484
01-Aug-11,20587
01-Aug-11,20555
01-Aug-11,20716
01-Aug-11,21008
01-Aug-11,21389
01-Aug-11,21132
01-Aug-11,20459
01-Aug-11,19864
01-Aug-11,19849
01-Aug-11,18593
01-Aug-11,17051
01-Aug-11,15621
02-Aug-11,14846
02-Aug-11,14407
02-Aug-11,14016
02-Aug-11,13925
02-Aug-11,14230
02-Aug-11,14912
02-Aug-11,16287
02-Aug-11,17935
02-Aug-11,19127
02-Aug-11,20139
02-Aug-11,20824
02-Aug-11,21296
02-Aug-11,21622
02-Aug-11,21717
02-Aug-11,21973
02-Aug-11,22051
02-Aug-11,21952
02-Aug-11,21573
02-Aug-11,20989
02-Aug-11,20804
02-Aug-11,20900
02-Aug-11,19572
02-Aug-11,17937
02-Aug-11,16368
03-Aug-11,15484
03-Aug-11,15100
03-Aug-11,14665
03-Aug-11,14642
03-Aug-11,14878
03-Aug-11,15882
03-Aug-11,16911
03-Aug-11,17956
03-Aug-11,18670
03-Aug-11,19265
03-Aug-11,19791
03-Aug-11,19935
03-Aug-11,19814
03-Aug-11,19706
03-Aug-11,19358
03-Aug-11,19337
03-Aug-11,19318
03-Aug-11,18928
03-Aug-11,18587
03-Aug-11,18483
03-Aug-11,18417
03-Aug-11,17166
03-Aug-11,15783
03-Aug-11,14686
04-Aug-11,13956
04-Aug-11,13536
04-Aug-11,13286
04-Aug-11,13228
04-Aug-11,13656
04-Aug-11,14624
04-Aug-11,15747
04-Aug-11,17040
04-Aug-11,18016
04-Aug-11,18676
04-Aug-11,19299
04-Aug-11,19765
04-Aug-11,20097
04-Aug-11,20468
04-Aug-11,20401
04-Aug-11,20671
04-Aug-11,20975
04-Aug-11,20807
04-Aug-11,20310
04-Aug-11,19911
04-Aug-11,20145
04-Aug-11,18695
04-Aug-11,17092
04-Aug-11,15667
05-Aug-11,14722
05-Aug-11,14146
05-Aug-11,13694
05-Aug-11,13588
05-Aug-11,13792
05-Aug-11,14693
05-Aug-11,15753
05-Aug-11,17286
05-Aug-11,18493
05-Aug-11,19360
05-Aug-11,20033
05-Aug-11,20574
05-Aug-11,20938
05-Aug-11,20960
05-Aug-11,21108
05-Aug-11,21285
05-Aug-11,21176
05-Aug-11,20759
05-Aug-11,20177
05-Aug-11,19729
05-Aug-11,19759
05-Aug-11,18479
05-Aug-11,16964
05-Aug-11,15553
06-Aug-11,14653
06-Aug-11,14043
06-Aug-11,13648
06-Aug-11,13552
06-Aug-11,13520
06-Aug-11,13838
06-Aug-11,14467
06-Aug-11,15754
06-Aug-11,17152
06-Aug-11,18310
06-Aug-11,19264
06-Aug-11,19536
06-Aug-11,19635
06-Aug-11,19862
06-Aug-11,20071
06-Aug-11,20309
06-Aug-11,20380
06-Aug-11,19952
06-Aug-11,19145
06-Aug-11,18812
06-Aug-11,18923
06-Aug-11,18038
06-Aug-11,16954
06-Aug-11,15909
07-Aug-11,15021
07-Aug-11,14457
07-Aug-11,14058
07-Aug-11,13966
07-Aug-11,13919
07-Aug-11,13979
07-Aug-11,14372
07-Aug-11,15306
07-Aug-11,16413
07-Aug-11,17196
07-Aug-11,18204
07-Aug-11,18865
07-Aug-11,19336
07-Aug-11,19705
07-Aug-11,19994
07-Aug-11,20215
07-Aug-11,20317
07-Aug-11,19868
07-Aug-11,19237
07-Aug-11,19169
07-Aug-11,19249
07-Aug-11,18157
07-Aug-11,16740
07-Aug-11,15549
08-Aug-11,14763
08-Aug-11,14289
08-Aug-11,13990
08-Aug-11,13992
08-Aug-11,14351
08-Aug-11,15161
08-Aug-11,16473
08-Aug-11,17919
08-Aug-11,18927
08-Aug-11,19699
08-Aug-11,20222
08-Aug-11,20657
08-Aug-11,21073
08-Aug-11,21227
08-Aug-11,21542
08-Aug-11,21794
08-Aug-11,21786
08-Aug-11,21375
08-Aug-11,20842
08-Aug-11,20431
08-Aug-11,20354
08-Aug-11,18804
08-Aug-11,17161
08-Aug-11,15811
09-Aug-11,14846
09-Aug-11,14219
09-Aug-11,13962
09-Aug-11,13973
09-Aug-11,14248
09-Aug-11,15189
09-Aug-11,16499
09-Aug-11,17464
09-Aug-11,18231
09-Aug-11,18729
09-Aug-11,19019
09-Aug-11,19028
09-Aug-11,19136
09-Aug-11,19196
09-Aug-11,19397
09-Aug-11,19604
09-Aug-11,19866
09-Aug-11,19485
09-Aug-11,19098
09-Aug-11,18983
09-Aug-11,18734
09-Aug-11,17493
09-Aug-11,15951
09-Aug-11,14862
10-Aug-11,14103
10-Aug-11,13668
10-Aug-11,13350
10-Aug-11,13268
10-Aug-11,13614
10-Aug-11,14454
10-Aug-11,15577
10-Aug-11,16952
10-Aug-11,17836
10-Aug-11,18403
10-Aug-11,18785
10-Aug-11,18708
10-Aug-11,18546
10-Aug-11,18474
10-Aug-11,18561
10-Aug-11,18738
10-Aug-11,18666
10-Aug-11,18231
10-Aug-11,17827
10-Aug-11,17429
10-Aug-11,17557
10-Aug-11,16483
10-Aug-11,15154
10-Aug-11,13941
11-Aug-11,13291
11-Aug-11,12845
11-Aug-11,12649
11-Aug-11,12625
11-Aug-11,12885
11-Aug-11,13807
11-Aug-11,14798
11-Aug-11,15942
11-Aug-11,16673
11-Aug-11,17181
11-Aug-11,17442
11-Aug-11,17507
11-Aug-11,17817
11-Aug-11,17845
11-Aug-11,18020
11-Aug-11,18151
11-Aug-11,18307
11-Aug-11,18044
11-Aug-11,17761
11-Aug-11,17608
11-Aug-11,17857
11-Aug-11,16608
11-Aug-11,15039
11-Aug-11,13984
12-Aug-11,13371
12-Aug-11,12926
12-Aug-11,12706
12-Aug-11,12695
12-Aug-11,13255
12-Aug-11,13953
12-Aug-11,14833
12-Aug-11,16218
12-Aug-11,17166
12-Aug-11,17895
12-Aug-11,18446
12-Aug-11,18785
12-Aug-11,18983
12-Aug-11,19196
12-Aug-11,19285
12-Aug-11,19226
12-Aug-11,19139
12-Aug-11,19003
12-Aug-11,18732
12-Aug-11,18496
12-Aug-11,18510
12-Aug-11,17304
12-Aug-11,15943
12-Aug-11,14677
13-Aug-11,13843
13-Aug-11,13283
13-Aug-11,12943
13-Aug-11,12861
13-Aug-11,12911
13-Aug-11,13165
13-Aug-11,13645
13-Aug-11,14798
13-Aug-11,15823
13-Aug-11,16741
13-Aug-11,17404
13-Aug-11,17893
13-Aug-11,18017
13-Aug-11,18073
13-Aug-11,18067
13-Aug-11,18407
13-Aug-11,18488
13-Aug-11,18252
13-Aug-11,17653
13-Aug-11,17496
13-Aug-11,17388
13-Aug-11,16470
13-Aug-11,15500
13-Aug-11,14437
14-Aug-11,13629
14-Aug-11,13157
14-Aug-11,12788
14-Aug-11,12577
14-Aug-11,12645
14-Aug-11,12611
14-Aug-11,12913
14-Aug-11,14040
14-Aug-11,15028
14-Aug-11,15820
14-Aug-11,16488
14-Aug-11,17039
14-Aug-11,17252
14-Aug-11,17156
14-Aug-11,17060
14-Aug-11,16832
14-Aug-11,17181
14-Aug-11,16971
14-Aug-11,16839
14-Aug-11,16970
14-Aug-11,16885
14-Aug-11,15921
14-Aug-11,14892
14-Aug-11,13958
15-Aug-11,13435
15-Aug-11,13034
15-Aug-11,12855
15-Aug-11,12953
15-Aug-11,13422
15-Aug-11,14309
15-Aug-11,15553
15-Aug-11,16712
15-Aug-11,17718
15-Aug-11,18622
15-Aug-11,18994
15-Aug-11,19198
15-Aug-11,19612
15-Aug-11,19813
15-Aug-11,19833
15-Aug-11,19834
15-Aug-11,19862
15-Aug-11,19507
15-Aug-11,19033
15-Aug-11,18946
15-Aug-11,18795
15-Aug-11,17402
15-Aug-11,15854
15-Aug-11,14682
16-Aug-11,13951
16-Aug-11,13421
16-Aug-11,13192
16-Aug-11,13148
16-Aug-11,13533
16-Aug-11,14302
16-Aug-11,15248
16-Aug-11,16584
16-Aug-11,17494
16-Aug-11,18349
16-Aug-11,18996
16-Aug-11,19461
16-Aug-11,19961
16-Aug-11,20211
16-Aug-11,20401
16-Aug-11,20665
16-Aug-11,20656
16-Aug-11,20448
16-Aug-11,20060
16-Aug-11,19589
16-Aug-11,19590
16-Aug-11,18268
16-Aug-11,16678
16-Aug-11,15200
17-Aug-11,14300
17-Aug-11,13690
17-Aug-11,13386
17-Aug-11,13340
17-Aug-11,13685
17-Aug-11,14578
17-Aug-11,15380
17-Aug-11,16819
17-Aug-11,17913
17-Aug-11,18791
17-Aug-11,19460
17-Aug-11,19838
17-Aug-11,20142
17-Aug-11,20398
17-Aug-11,20555
17-Aug-11,20868
17-Aug-11,20763
17-Aug-11,20238
17-Aug-11,19540
17-Aug-11,19743
17-Aug-11,19616
17-Aug-11,18283
17-Aug-11,16726
17-Aug-11,15315
18-Aug-11,14577
18-Aug-11,14149
18-Aug-11,13855
18-Aug-11,13782
18-Aug-11,14173
18-Aug-11,15080
18-Aug-11,16208
18-Aug-11,17621
18-Aug-11,18734
18-Aug-11,19643
18-Aug-11,20442
18-Aug-11,20719
18-Aug-11,21139
18-Aug-11,21309
18-Aug-11,21417
18-Aug-11,21420
18-Aug-11,21406
18-Aug-11,20741
18-Aug-11,20323
18-Aug-11,20187
18-Aug-11,20024
18-Aug-11,18484
18-Aug-11,16940
18-Aug-11,15480
19-Aug-11,14564
19-Aug-11,13966
19-Aug-11,13737
19-Aug-11,13603
19-Aug-11,13822
19-Aug-11,14738
19-Aug-11,15509
19-Aug-11,16947
19-Aug-11,18177
19-Aug-11,19033
19-Aug-11,19685
19-Aug-11,20075
19-Aug-11,20454
19-Aug-11,20637
19-Aug-11,20762
19-Aug-11,20930
19-Aug-11,20966
19-Aug-11,20679
19-Aug-11,20238
19-Aug-11,19963
19-Aug-11,19713
19-Aug-11,18255
19-Aug-11,16738
19-Aug-11,15336
20-Aug-11,14333
20-Aug-11,13910
20-Aug-11,13573
20-Aug-11,13354
20-Aug-11,13330
20-Aug-11,13686
20-Aug-11,14228
20-Aug-11,15531
20-Aug-11,16943
20-Aug-11,17929
20-Aug-11,18654
20-Aug-11,19118
20-Aug-11,19231
20-Aug-11,19167
20-Aug-11,18800
20-Aug-11,18591
20-Aug-11,18464
20-Aug-11,18027
20-Aug-11,17638
20-Aug-11,17630
20-Aug-11,17104
20-Aug-11,16246
20-Aug-11,15255
20-Aug-11,14167
21-Aug-11,13520
21-Aug-11,13082
21-Aug-11,12859
21-Aug-11,12680
21-Aug-11,12613
21-Aug-11,12736
21-Aug-11,13049
21-Aug-11,13794
21-Aug-11,14748
21-Aug-11,15510
21-Aug-11,16062
21-Aug-11,16245
21-Aug-11,16398
21-Aug-11,16368
21-Aug-11,16216
21-Aug-11,16336
21-Aug-11,16350
21-Aug-11,16062
21-Aug-11,15588
21-Aug-11,15759
21-Aug-11,15849
21-Aug-11,15025
21-Aug-11,13908
21-Aug-11,12994
22-Aug-11,12595
22-Aug-11,12274
22-Aug-11,12205
22-Aug-11,12270
22-Aug-11,12660
22-Aug-11,13646
22-Aug-11,14574
22-Aug-11,15850
22-Aug-11,16504
22-Aug-11,17032
22-Aug-11,17288
22-Aug-11,17432
22-Aug-11,17624
22-Aug-11,17646
22-Aug-11,17542
22-Aug-11,17717
22-Aug-11,17859
22-Aug-11,17494
22-Aug-11,17136
22-Aug-11,17489
22-Aug-11,17181
22-Aug-11,16008
22-Aug-11,14641
22-Aug-11,13583
23-Aug-11,13045
23-Aug-11,12590
23-Aug-11,12528
23-Aug-11,12551
23-Aug-11,12892
23-Aug-11,13761
23-Aug-11,14613
23-Aug-11,15732
23-Aug-11,16695
23-Aug-11,17214
23-Aug-11,17730
23-Aug-11,17980
23-Aug-11,18272
23-Aug-11,18429
23-Aug-11,18628
23-Aug-11,18938
23-Aug-11,18846
23-Aug-11,18457
23-Aug-11,18116
23-Aug-11,18304
23-Aug-11,18287
23-Aug-11,17058
23-Aug-11,15607
23-Aug-11,14544
24-Aug-11,13903
24-Aug-11,13406
24-Aug-11,13192
24-Aug-11,13185
24-Aug-11,13541
24-Aug-11,14772
24-Aug-11,15804
24-Aug-11,16836
24-Aug-11,17619
24-Aug-11,18047
24-Aug-11,18201
24-Aug-11,18611
24-Aug-11,18773
24-Aug-11,18892
24-Aug-11,19053
24-Aug-11,19615
24-Aug-11,19979
24-Aug-11,19508
24-Aug-11,19551
24-Aug-11,19900
24-Aug-11,18836
24-Aug-11,17029
24-Aug-11,15722
24-Aug-11,14639
25-Aug-11,14055
25-Aug-11,13498
25-Aug-11,13150
25-Aug-11,13180
25-Aug-11,13613
25-Aug-11,14703
25-Aug-11,15799
25-Aug-11,17145
25-Aug-11,18066
25-Aug-11,18798
25-Aug-11,19357
25-Aug-11,19260
25-Aug-11,19372
25-Aug-11,19307
25-Aug-11,19337
25-Aug-11,19412
25-Aug-11,19251
25-Aug-11,18793
25-Aug-11,18460
25-Aug-11,18699
25-Aug-11,18230
25-Aug-11,16902
25-Aug-11,15608
25-Aug-11,14520
26-Aug-11,13793
26-Aug-11,13304
26-Aug-11,13021
26-Aug-11,12992
26-Aug-11,13355
26-Aug-11,14468
26-Aug-11,15334
26-Aug-11,16418
26-Aug-11,17073
26-Aug-11,17545
26-Aug-11,17928
26-Aug-11,18129
26-Aug-11,18443
26-Aug-11,18478
26-Aug-11,18579
26-Aug-11,18604
26-Aug-11,18581
26-Aug-11,18283
26-Aug-11,17926
26-Aug-11,18083
26-Aug-11,17619
26-Aug-11,16418
26-Aug-11,15230
26-Aug-11,13972
27-Aug-11,13333
27-Aug-11,12993
27-Aug-11,12633
27-Aug-11,12488
27-Aug-11,12449
27-Aug-11,12741
27-Aug-11,13268
27-Aug-11,14278
27-Aug-11,15401
27-Aug-11,16175
27-Aug-11,16803
27-Aug-11,17179
27-Aug-11,17311
27-Aug-11,17381
27-Aug-11,17477
27-Aug-11,17722
27-Aug-11,17886
27-Aug-11,17652
27-Aug-11,17100
27-Aug-11,17048
27-Aug-11,16817
27-Aug-11,15787
27-Aug-11,14786
27-Aug-11,13863
28-Aug-11,13251
28-Aug-11,12740
28-Aug-11,12407
28-Aug-11,12231
28-Aug-11,12279
28-Aug-11,12531
28-Aug-11,12637
28-Aug-11,13318
28-Aug-11,14172
28-Aug-11,14724
28-Aug-11,15015
28-Aug-11,15236
28-Aug-11,15244
28-Aug-11,15035
28-Aug-11,14909
28-Aug-11,15034
28-Aug-11,15384
28-Aug-11,15405
28-Aug-11,15416
28-Aug-11,15699
28-Aug-11,15537
28-Aug-11,14695
28-Aug-11,13676
28-Aug-11,12963
29-Aug-11,12521
29-Aug-11,12313
29-Aug-11,12231
29-Aug-11,12285
29-Aug-11,12715
29-Aug-11,13616
29-Aug-11,14694
29-Aug-11,15737
29-Aug-11,16565
29-Aug-11,17163
29-Aug-11,17604
29-Aug-11,17899
29-Aug-11,18092
29-Aug-11,18176
29-Aug-11,18246
29-Aug-11,18385
29-Aug-11,18305
29-Aug-11,18069
29-Aug-11,17851
29-Aug-11,18113
29-Aug-11,17815
29-Aug-11,16503
29-Aug-11,15071
29-Aug-11,13988
30-Aug-11,13264
30-Aug-11,12921
30-Aug-11,12754
30-Aug-11,12827
30-Aug-11,13286
30-Aug-11,14165
30-Aug-11,15139
30-Aug-11,16224
30-Aug-11,17017
30-Aug-11,17802
30-Aug-11,18284
30-Aug-11,18483
30-Aug-11,18732
30-Aug-11,19013
30-Aug-11,19218
30-Aug-11,19405
30-Aug-11,19532
30-Aug-11,19153
30-Aug-11,18742
30-Aug-11,19154
30-Aug-11,18645
30-Aug-11,17308
30-Aug-11,16000
30-Aug-11,14768
31-Aug-11,13979
31-Aug-11,13588
31-Aug-11,13297
31-Aug-11,13263
31-Aug-11,13759
31-Aug-11,14580
31-Aug-11,15539
31-Aug-11,16668
31-Aug-11,17247
31-Aug-11,17733
31-Aug-11,18210
31-Aug-11,18554
31-Aug-11,18767
31-Aug-11,18903
31-Aug-11,19085
31-Aug-11,19152
31-Aug-11,19117
31-Aug-11,18691
31-Aug-11,18538
31-Aug-11,18914
31-Aug-11,18474
31-Aug-11,17462
31-Aug-11,15956
31-Aug-11,14775
01-Sep-11,14032
01-Sep-11,13619
01-Sep-11,13474
01-Sep-11,13469
01-Sep-11,13921
01-Sep-11,14972
01-Sep-11,15905
01-Sep-11,17048
01-Sep-11,17905
01-Sep-11,18811
01-Sep-11,19321
01-Sep-11,19478
01-Sep-11,19923
01-Sep-11,20243
01-Sep-11,20247
01-Sep-11,20262
01-Sep-11,20182
01-Sep-11,19878
01-Sep-11,19693
01-Sep-11,20013
01-Sep-11,19563
01-Sep-11,18184
01-Sep-11,16668
01-Sep-11,15331
02-Sep-11,14411
02-Sep-11,14019
02-Sep-11,13666
02-Sep-11,13578
02-Sep-11,13953
02-Sep-11,14897
02-Sep-11,15883
02-Sep-11,16989
02-Sep-11,18100
02-Sep-11,19189
02-Sep-11,20297
02-Sep-11,20867
02-Sep-11,21247
02-Sep-11,21528
02-Sep-11,21552
02-Sep-11,21277
02-Sep-11,20902
02-Sep-11,20290
02-Sep-11,20138
02-Sep-11,20572
02-Sep-11,19912
02-Sep-11,18752
02-Sep-11,17360
02-Sep-11,16082
03-Sep-11,15309
03-Sep-11,14694
03-Sep-11,14291
03-Sep-11,14054
03-Sep-11,13989
03-Sep-11,14340
03-Sep-11,14832
03-Sep-11,15980
03-Sep-11,17376
03-Sep-11,18633
03-Sep-11,19707
03-Sep-11,20172
03-Sep-11,20556
03-Sep-11,20701
03-Sep-11,20512
03-Sep-11,20178
03-Sep-11,20388
03-Sep-11,20020
03-Sep-11,19364
03-Sep-11,19572
03-Sep-11,18857
03-Sep-11,17908
03-Sep-11,16762
03-Sep-11,15614
04-Sep-11,14793
04-Sep-11,14165
04-Sep-11,13769
04-Sep-11,13497
04-Sep-11,13301
04-Sep-11,13485
04-Sep-11,13807
04-Sep-11,14594
04-Sep-11,15679
04-Sep-11,16508
04-Sep-11,17044
04-Sep-11,17316
04-Sep-11,17441
04-Sep-11,17435
04-Sep-11,17440
04-Sep-11,17549
04-Sep-11,17562
04-Sep-11,17235
04-Sep-11,17022
04-Sep-11,17120
04-Sep-11,16427
04-Sep-11,15499
04-Sep-11,14550
04-Sep-11,13602
05-Sep-11,12876
05-Sep-11,12382
05-Sep-11,12109
05-Sep-11,11957
05-Sep-11,12043
05-Sep-11,12352
05-Sep-11,12437
05-Sep-11,13016
05-Sep-11,13840
05-Sep-11,14417
05-Sep-11,14773
05-Sep-11,14851
05-Sep-11,14688
05-Sep-11,14516
05-Sep-11,14452
05-Sep-11,14662
05-Sep-11,14881
05-Sep-11,14809
05-Sep-11,14926
05-Sep-11,15450
05-Sep-11,14981
05-Sep-11,13976
05-Sep-11,13009
05-Sep-11,12325
06-Sep-11,12033
06-Sep-11,11775
06-Sep-11,11767
06-Sep-11,11695
06-Sep-11,12354
06-Sep-11,13730
06-Sep-11,14889
06-Sep-11,15617
06-Sep-11,15967
06-Sep-11,16327
06-Sep-11,16458
06-Sep-11,16447
06-Sep-11,16468
06-Sep-11,16423
06-Sep-11,16405
06-Sep-11,16662
06-Sep-11,16606
06-Sep-11,16240
06-Sep-11,16352
06-Sep-11,17151
06-Sep-11,16388
06-Sep-11,15292
06-Sep-11,13919
06-Sep-11,12965
07-Sep-11,12727
07-Sep-11,12421
07-Sep-11,12218
07-Sep-11,12263
07-Sep-11,12662
07-Sep-11,13844
07-Sep-11,15226
07-Sep-11,15975
07-Sep-11,16260
07-Sep-11,16530
07-Sep-11,16799
07-Sep-11,16772
07-Sep-11,16899
07-Sep-11,16646
07-Sep-11,16748
07-Sep-11,17015
07-Sep-11,17053
07-Sep-11,16881
07-Sep-11,17046
